Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4,NDCG_5,NDCG_6
1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9240121009409684,0.8890053682886735,0.8906631654654701,0.941840195706698,0.8630113143013561,0.9035889220429014,0.9349858229941777
0.904971249368853,0.9062746692050612,0.8781625477762672,0.9250145657134852,0.8411305524690839,0.900237965196765,0.9355982186965615
0.8937461512909907,0.8587067508710331,0.8482647556858111,0.9117840693690652,0.8061284427576537,0.8730648439955913,0.9233861060849133
0.8836642900563593,0.8509611712029134,0.8438393805355217,0.9016611096644078,0.7987291613305222,0.8682584886448057,0.9111338679212941
0.8629284224157837,0.8214748368970957,0.8259726606741304,0.8927428772588345,0.780384277367812,0.8526738476556185,0.8996761966072788
0.8554783442605701,0.8135555737036788,0.8217633268017962,0.8847215011269322,0.7754002911902754,0.8504693903555263,0.8906765643188739
0.848071538457563,0.7946136973888878,0.8098473001920228,0.8768576859413395,0.7621800481051816,0.8393679132414739,0.8830115186082378
0.8409358452397248,0.7888885561903357,0.8051239720529442,0.8693536947474155,0.75764668489851,0.8349558696420897,0.8765177451372576
0.8310772735706324,0.7736809454260838,0.7962064912551385,0.8621935340969729,0.7479931903205173,0.8252113606971265,0.8693813568929676
0.8251115588405172,0.7674889811739597,0.7920438153150604,0.8556735849085696,0.7447036209561892,0.822240807250967,0.8631822198037322
0.819699229812103,0.7551045716065649,0.7812563916055674,0.8495580540856456,0.7364554368673417,0.8143354630105709,0.8559502465427244
0.8125143639599375,0.7469775575097586,0.7772707213870115,0.8441426649307242,0.7317294497790978,0.8110125992230437,0.8491698710203122
0.8066105690193108,0.7365487158850197,0.7680528967137489,0.8390028985227975,0.7248248980513096,0.802883521562109,0.842725207439458
0.8008242478899756,0.7295614032562,0.764897818915385,0.8342014299544114,0.7205408543406335,0.8004793418802973,0.8369270611220472
0.7951893658839665,0.7208703346743754,0.7571816261188227,0.8290766548269488,0.7127588671536262,0.7930390100584408,0.831662253432682
0.7899020839757835,0.7150799381893308,0.7538084081362016,0.8241433156490592,0.708913473730554,0.7906862496717803,0.8265093252836552
0.7838677408057562,0.7075812458922198,0.7471240095971217,0.8195251174214202,0.7023110118315267,0.7843688111640782,0.821437777053058
0.7777835463627639,0.7003397644239027,0.7438968569156145,0.8141840115078245,0.6984801315122177,0.7818942492466914,0.8167008357390945
0.7721638291435113,0.6937380575638273,0.7381236781235927,0.8084486641561299,0.6927176617671883,0.77570069547753,0.8122118957296797
0.766836538420244,0.6873324289357003,0.7345991844783784,0.8029301137551811,0.6868537778874687,0.7696579027620786,0.8080039834018541
0.761256239086631,0.6811170266637501,0.7292676287126593,0.7976468697416734,0.6818019251918034,0.7636583149271524,0.8036021747757134
0.7558232161783999,0.675360321253666,0.725116937816667,0.7923641536419472,0.6763616212612239,0.7584209285351432,0.7994090775579525
0.7499746308811449,0.6698634255055462,0.7184284301364172,0.7871577450396089,0.671995287232835,0.7531311788316939,0.7953322317965313
0.744488318643317,0.6642029994926841,0.7145649036555747,0.7822847947849684,0.6670818953467995,0.7479488761378857,0.7914442644525801
0.7393377547028294,0.6593703166126916,0.7084919295242891,0.7773096541541464,0.6620381706337659,0.7431036369444968,0.7877399743141237
0.7344497061521185,0.6540303116401562,0.7049949438716577,0.772465861019417,0.6568547089164689,0.7382071622789235,0.784115752697184
0.7293440316827208,0.6497459220657188,0.6993725856983867,0.7675080267116415,0.6522843946515725,0.7336167763654082,0.7806729907320349
0.7243268655639798,0.6451551313900354,0.6962613954240618,0.7626916734108293,0.6476580636254817,0.7285611010288808,0.7774062415269734
0.7190587071295522,0.6413177033823076,0.6901185523906712,0.7581309523588434,0.6434025147500184,0.7243533353315217,0.7742148961592015
0.7139375280097578,0.6363369830869644,0.6867551803930161,0.7537365875001817,0.6391011569831992,0.7177902728699872,0.7710202107842342
0.7087863146054859,0.6327898830270575,0.6811219953659958,0.7494949807690606,0.633962715217758,0.7134308133657765,0.7679082147520616
0.7038721844535719,0.6274945784979994,0.6772788189844516,0.7449592653901366,0.6297767851568938,0.7071146642001251,0.7648053055332752
0.6990670323448326,0.6241633905030245,0.6719020743915141,0.7404686307455371,0.6250963882092345,0.7031167773335442,0.7614981770355459
0.694296898915466,0.620785489694093,0.6683496174384265,0.7361287359557067,0.6204563559896027,0.6953968890904382,0.7583189594108629
0.6896245668860777,0.6159501867213881,0.6633496071362143,0.7312232979182147,0.6154970909589299,0.69181476335695,0.7551223083362669
0.6845613233247954,0.6128624400618916,0.6597778538541108,0.72632043285702,0.6110204134988517,0.6838782527474899,0.7519505724380614
0.6795548207694145,0.6085416304035711,0.6550344421061611,0.7216220014024906,0.6063870979398128,0.6801038273223444,0.7487763837209327
0.6745924012236889,0.6033848534018519,0.6512727807044253,0.7170055385613036,0.6008497792883818,0.6725459073885673,0.7450958181519974
0.6694412785204973,0.6005204824220018,0.6462244053518892,0.7124136333672573,0.5959519588424299,0.6690352980174725,0.7413921744806116
0.6644209162024403,0.5936981572731823,0.6420659028034817,0.7077253691073286,0.5906090273291663,0.6621159260901037,0.7371258757104384
0.658933849696533,0.5857824786543475,0.6367644471156464,0.7025732635378783,0.5859995431505065,0.6534946336614273,0.7329351785119753
0.6531780496480994,0.5832204069128086,0.6324747953457883,0.6969778167291873,0.5806826632290336,0.6481209863254217,0.7281991847698798
0.6473396748661019,0.5767209862474272,0.6273638944719945,0.6905557934169216,0.57621432993674,0.640916998100203,0.7233810471735447
0.6409359786832877,0.569306423315166,0.6224124423659759,0.6819203571734996,0.5718020049845324,0.6329987820266244,0.718277078807508
0.6337961213312688,0.5666888053809199,0.6169438228375814,0.6734955542818619,0.566535514924765,0.6261250077722778,0.7132764004097603
0.6266371824958984,0.5602554044105609,0.6119650530745924,0.6652944904440996,0.5608685635799838,0.6188555581656243,0.7082332183165896
0.6192864125554928,0.5532459536453003,0.6059232622069392,0.6571172396657721,0.5552941957531398,0.6115387997068874,0.7020357915326895
0.6116652825570599,0.5455403620004282,0.6000526860011327,0.6491770973618602,0.5484400523909767,0.6037961958531372,0.695973299914503
0.6033047937393429,0.542698721708534,0.5918509228564581,0.640303881866414,0.5409437516265548,0.5955432648996148,0.6864604549692417
