Position,NDCG_1,NDCG_2,NDCG_3,NDCG_4
1.0,1.0,1.0,1.0,1.0
0.9765320908334292,0.9855335242160472,0.941840195706698,0.8805094866370403,0.9276959167727665
0.9258691231034658,0.9267588234491312,0.9250145657134852,0.8545229647940598,0.8917362534690415
0.8913146073055698,0.8909376947513952,0.9117840693690652,0.8135806831871534,0.8697505777247244
0.8881397441643138,0.8789632515931565,0.9016611096644078,0.8052036299768287,0.849320721938136
0.8692029665053633,0.8610831637517878,0.8892124967470636,0.7726028025620011,0.8385603196257515
0.851268852748424,0.8432664193217905,0.8827722230891135,0.7683317974708933,0.8259306173292974
0.8367767792855189,0.8257180572060976,0.8765821907850415,0.7428493237974223,0.8170854596215816
0.8310940151386793,0.808996896663077,0.8690976924604764,0.7396837206944357,0.8072184425986508
0.8182863579059642,0.794262869590357,0.8614871044242026,0.7197392002311985,0.8010961670303344
0.8070192502084284,0.7816480943722545,0.855432338112622,0.7154675827307995,0.793045540439668
0.7956350441818771,0.7705621054868974,0.8493296086664204,0.6977587234974786,0.7859162667908722
0.793264027031081,0.7606103663254781,0.843925423379647,0.6949305764964958,0.7784218321607052
0.7836254225338625,0.7509968189482826,0.8387955663051532,0.6800259139614755,0.7717129743062047
0.774904340889585,0.7417456735747153,0.8340029409336611,0.6780177066346269,0.765404609218782
0.7666750796620629,0.7327946988220211,0.8288861187145088,0.6622723169364636,0.7593965653788065
0.7650962118704832,0.7244752579046061,0.8239599800244758,0.66099743143275,0.7538871950170687
0.7580121455489731,0.7166404969102372,0.819348339675268,0.6470497231462548,0.7488124971075298
0.750898381500254,0.7091534288970095,0.8140132377146768,0.64627991440832,0.7436353675755105
0.7443032596400759,0.7022075787995032,0.8082834128956256,0.6450976857055917,0.7388522005777349
0.7436475615862095,0.6955405096537908,0.8027699635356773,0.6438880795726023,0.7342932264357283
0.7373823736849093,0.6891097024989569,0.7974914490928162,0.6422823661229085,0.7297630142943373
0.7307565673789539,0.6831008296030148,0.7922131332154744,0.6407813110593519,0.7253368908574364
0.7245315874155233,0.6773934497481915,0.7870108312425879,0.6391383426309358,0.7209095404877113
0.7186302666841188,0.672033259817193,0.7821417245973452,0.636186689833017,0.71663582434747
0.7177086653943663,0.6669849474343031,0.7771701908722012,0.6333667361552596,0.7122408127238427
0.7123694481828238,0.6622163776501261,0.7723297907307886,0.6306156201434193,0.7077513338538316
0.7072062412299482,0.6575866010114451,0.7673751553540011,0.627916153024455,0.7034563103850356
0.7020926738777052,0.6530345870273027,0.7625618243003636,0.6253657832592296,0.6991050449182111
0.6971449070962186,0.6486385413883661,0.7580039641000388,0.6223755543436505,0.6949011288297023
0.6944300549999506,0.644350289471384,0.7536123122074505,0.6194233986218802,0.690669712780823
0.6885102119363344,0.6402578869287272,0.7493732825452172,0.6162630305444599,0.6866352953724555
0.6828044352140911,0.6363313502846674,0.74484001901783,0.6131641832497414,0.6822814267046073
0.6763008844927884,0.6324825952649774,0.7403517205563444,0.6100558754177092,0.6780478238227118
0.669926980284183,0.6286826011341153,0.7360140548482952,0.6069829953118524,0.6738877088061924
0.6638239602155034,0.6248613532906993,0.7311107465022677,0.6039203765181625,0.6698055931202981
0.6590391973728077,0.6209392739635174,0.7262099187038,0.6000719281522496,0.6658122682264025
0.6519145791092696,0.6168992468810194,0.721513438386261,0.5963785227626903,0.6619510318221793
0.6450766599595609,0.6126439800191719,0.7168988462785153,0.5921916819242017,0.6582046777115478
0.6381729156684707,0.6085289874994557,0.7123087366225761,0.5880919981281978,0.6541526271181245
0.6310916543274782,0.6044485225648054,0.7076221974573494,0.5835155934334717,0.6501500083547149
0.6265635312147778,0.6001582804959742,0.7024717508848146,0.579020171450741,0.6448239510915407
0.6195938908627181,0.5955825426028503,0.696877900958016,0.5744811641194147,0.6395938488615635
0.6120680630816954,0.5892711795145843,0.6904574160704403,0.5700021116953998,0.6342131771493187
0.6037371424674602,0.5828152719174611,0.6818234631605737,0.5651471034970278,0.6287843567163915
0.5993982941951947,0.5760134309998293,0.6734000916148157,0.5599789215322218,0.6230634991867902
0.594228579581948,0.5691418144575839,0.6652004100017763,0.5544069045294762,0.6173915138690241
0.5891138156930265,0.5622675889763119,0.6570244949792663,0.5489242794544088,0.6100848129728313
0.5811107141889443,0.5553634344310262,0.649085644420331,0.5421588560792364,0.6024657371021886
0.5731678575868469,0.5477725020767834,0.6402136789407297,0.5347484092500038,0.5942309913977346
